User_ID|Canvas_Set_ID|Curriculum_ID|Canvas_Start_Date_YYYYMMDD_HHMMSS|Canvas_End_Date_YYYYMMDD_HHMMSS|Curr_Start_Date_YYYYMMDD_HHMMSS|Curr_End_Date_YYYYMMDD_HHMMSS
160408|25|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160506|25|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164330|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164331|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164332|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164333|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164712|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164713|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164714|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164317|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164715|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164716|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164316|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164717|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164327|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164819|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164823|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165260|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164322|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164715|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164317|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164323|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164321|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164324|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163306|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164315|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163309|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164325|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164328|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164327|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164329|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
167540|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160936|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160908|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160905|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160970|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
162571|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161781|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161519|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160750|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
162989|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163684|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163844|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
162992|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160966|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161035|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160749|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163498|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163797|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161166|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164143|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163851|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164143|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160806|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161346|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
167556|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160506|25|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160408|25|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164417|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164418|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164421|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164422|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164424|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164425|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164766|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164767|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164768|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164415|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164427|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164843|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164845|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165221|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165295|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165684|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165685|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165686|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165687|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165688|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165689|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165690|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165691|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165692|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165682|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165683|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165832|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
166288|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165221|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
166122|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164416|26|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160896|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164011|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161244|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161084|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164116|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160753|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163040|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161897|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161924|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160877|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163282|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
165622|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163093|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161244|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163238|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
162407|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163619|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163293|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163160|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163512|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
160818|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161358|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
163046|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
164201|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
161481|27|13|20150908_000000|20150930_235959|20150908_000000|20150930_235959
