User_ID|Canvas_Set_ID|Curriculum_ID|Canvas_Start_Date_YYYYMMDD_HHMMSS|Canvas_End_Date_YYYYMMDD_HHMMSS|Curr_Start_Date_YYYYMMDD_HHMMSS|Curr_End_Date_YYYYMMDD_HHMMSS
170096|13|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
162761|13|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164337|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164406|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164397|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164403|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164394|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164446|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164519|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164450|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164363|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164372|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164431|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164554|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
165518|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164362|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164437|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164368|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164438|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164366|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164433|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164434|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164312|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164395|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164390|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164386|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164361|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164410|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164338|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
164365|14|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
160562|15|7|20150824_000000|20150930_235959|20150824_000000|20150930_235959
