User_ID|Canvas_Set_ID|Curriculum_ID|Canvas_Start_Date_YYYYMMDD_HHMMSS|Canvas_End_Date_YYYYMMDD_HHMMSS|Curr_Start_Date_YYYYMMDD_HHMMSS|Curr_End_Date_YYYYMMDD_HHMMSS
122335|50|23|20150622_000000|20150622_235959|20150622_000000|20150622_235959
122460|49|23|20150622_000000|20150622_235959|20150622_000000|20150622_235959
153864|48|23|20150622_000000|20150622_235959|20150622_000000|20150622_235959
122335|52|20|20150622_000000|20150622_235959|20150622_000000|20150622_235959
122460|51|20|20150622_000000|20150622_235959|20150622_000000|20150622_235959
153864|42|20|20150622_000000|20150622_235959|20150622_000000|20150622_235959
