User_ID|Canvas_Set_ID|Curriculum_ID|Canvas_Start_Date_YYYYMMDD_HHMMSS|Canvas_End_Date_YYYYMMDD_HHMMSS|Curr_Start_Date_YYYYMMDD_HHMMSS|Curr_End_Date_YYYYMMDD_HHMMSS
152229|16|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154203|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154233|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154578|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154235|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154232|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
163492|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154229|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154269|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154181|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154220|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154257|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154206|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154266|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154271|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154202|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154271|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154202|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154263|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154245|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154234|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154230|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154232|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154220|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154208|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154232|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154199|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154269|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154198|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154544|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
154260|17|8|20150824_000000|20150930_235959|20150824_000000|20150930_235959
